"id","time","topic","type","indicator","value","frequency","unit"
"BE25","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","max","3.56","monthly","mm"
"BE25","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.73","monthly","mm"
"BE31","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","min","2.39","monthly","mm"
"BE31","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","max","2.68","monthly","mm"
"BE31","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.57","monthly","mm"
"BE24","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","min","2.40","monthly","mm"
"BE24","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","max","2.71","monthly","mm"
"BE24","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.51","monthly","mm"
"BE32","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","min","2.16","monthly","mm"
"BE32","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","max","3.12","monthly","mm"
"BE32","2015-09-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.48","monthly","mm"
"BE10","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.34","monthly","mm"
"BE10","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.34","monthly","mm"
"BE10","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.34","monthly","mm"
"BE21","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.16","monthly","mm"
"BE21","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.52","monthly","mm"
"BE21","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.32","monthly","mm"
"BE22","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.54","monthly","mm"
"BE22","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.80","monthly","mm"
"BE22","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.62","monthly","mm"
"BE23","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.10","monthly","mm"
"BE23","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.25","monthly","mm"
"BE23","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.17","monthly","mm"
"BE33","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.38","monthly","mm"
"BE33","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.81","monthly","mm"
"BE33","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.63","monthly","mm"
"BE34","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.23","monthly","mm"
"BE34","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.70","monthly","mm"
"BE34","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.42","monthly","mm"
"BE35","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.37","monthly","mm"
"BE35","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.69","monthly","mm"
"BE35","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.46","monthly","mm"
"BE25","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.08","monthly","mm"
"BE25","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.44","monthly","mm"
"BE25","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.18","monthly","mm"
"BE31","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.38","monthly","mm"
"BE31","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.48","monthly","mm"
"BE31","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.43","monthly","mm"
"BE24","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.25","monthly","mm"
"BE24","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.55","monthly","mm"
"BE24","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.39","monthly","mm"
"BE32","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","min","1.08","monthly","mm"
"BE32","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","max","1.57","monthly","mm"
"BE32","2015-10-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.36","monthly","mm"
"BE10","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","2.89","monthly","mm"
"BE10","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","2.89","monthly","mm"
"BE10","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.89","monthly","mm"
"BE21","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","2.65","monthly","mm"
"BE21","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","3.20","monthly","mm"
"BE21","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","3.02","monthly","mm"
"BE22","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","2.85","monthly","mm"
"BE22","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","3.92","monthly","mm"
"BE22","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","3.19","monthly","mm"
"BE23","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","2.63","monthly","mm"
"BE23","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","3.40","monthly","mm"
"BE23","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.94","monthly","mm"
"BE33","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","3.27","monthly","mm"
"BE33","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","5.17","monthly","mm"
"BE33","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","4.21","monthly","mm"
"BE34","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","3.16","monthly","mm"
"BE34","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","4.76","monthly","mm"
"BE34","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","3.89","monthly","mm"
"BE35","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","3.23","monthly","mm"
"BE35","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","3.90","monthly","mm"
"BE35","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","3.49","monthly","mm"
"BE25","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","2.91","monthly","mm"
"BE25","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","4.56","monthly","mm"
"BE25","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","3.32","monthly","mm"
"BE31","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","3.05","monthly","mm"
"BE31","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","3.23","monthly","mm"
"BE31","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","3.16","monthly","mm"
"BE24","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","2.62","monthly","mm"
"BE24","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","3.23","monthly","mm"
"BE24","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.98","monthly","mm"
"BE32","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","min","3.04","monthly","mm"
"BE32","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","max","3.59","monthly","mm"
"BE32","2015-11-01","ERA5 Precipitation Monthy 10km","numerical","mean","3.24","monthly","mm"
"BE10","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.57","monthly","mm"
"BE10","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","1.57","monthly","mm"
"BE10","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.57","monthly","mm"
"BE21","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.36","monthly","mm"
"BE21","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","1.65","monthly","mm"
"BE21","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.51","monthly","mm"
"BE22","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.56","monthly","mm"
"BE22","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","2.10","monthly","mm"
"BE22","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.75","monthly","mm"
"BE23","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.21","monthly","mm"
"BE23","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","1.48","monthly","mm"
"BE23","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.35","monthly","mm"
"BE33","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.80","monthly","mm"
"BE33","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","2.48","monthly","mm"
"BE33","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","2.16","monthly","mm"
"BE34","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.34","monthly","mm"
"BE34","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","2.28","monthly","mm"
"BE34","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.88","monthly","mm"
"BE35","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.59","monthly","mm"
"BE35","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","2.08","monthly","mm"
"BE35","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.78","monthly","mm"
"BE25","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.26","monthly","mm"
"BE25","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","1.68","monthly","mm"
"BE25","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.40","monthly","mm"
"BE31","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.58","monthly","mm"
"BE31","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","1.78","monthly","mm"
"BE31","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.66","monthly","mm"
"BE24","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.49","monthly","mm"
"BE24","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","1.84","monthly","mm"
"BE24","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.61","monthly","mm"
"BE32","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","min","1.45","monthly","mm"
"BE32","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","max","1.81","monthly","mm"
"BE32","2015-12-01","ERA5 Precipitation Monthy 10km","numerical","mean","1.63","monthly","mm"
