id,time,topic,type,indicator,value,frequency,unit
DEF0C,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,min,-3.43,monthly,°C
DEF0C,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,max,-0.29,monthly,°C
DEF0C,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,mean,-1.91,monthly,°C
DEF0C,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,median,-1.89,monthly,°C
DEF0D,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,min,-5.83,monthly,°C
DEF0D,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,max,-2.25,monthly,°C
DEF0D,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,mean,-3.91,monthly,°C
DEF0D,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,median,-3.86,monthly,°C
DEF0E,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,min,-4.31,monthly,°C
DEF0E,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,max,-0.43,monthly,°C
DEF0E,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,mean,-2.02,monthly,°C
DEF0E,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,median,-1.81,monthly,°C
DEF0F,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,min,-5.37,monthly,°C
DEF0F,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,max,-2.15,monthly,°C
DEF0F,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,mean,-3.44,monthly,°C
DEF0F,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,median,-3.13,monthly,°C
DEG01,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,min,-8.85,monthly,°C
DEG01,2021-01-01,MODIS LST Daytime Monthly 5km,numerical,max,-4.79,monthly,°C
